Date,Open,High,Low,Close,Adj Close,Volume
1993-01-28,234.899994,235.279999,234.399994,235.059998,235.059998,0
1993-01-29,235.059998,235.259995,234.320007,235.250000,235.250000,0
1993-02-01,235.250000,237.250000,235.250000,237.250000,237.250000,0
1993-02-02,237.250000,237.479996,236.470001,237.410004,237.410004,0
1993-02-03,237.410004,239.809998,237.410004,239.759995,239.759995,0
1993-02-04,239.770004,241.259995,239.770004,241.139999,241.139999,0
1993-02-05,241.139999,241.139999,239.580002,240.509995,240.509995,0
1993-02-08,240.509995,240.880005,239.830002,239.869995,239.869995,0
1993-02-09,239.869995,239.970001,238.070007,238.440002,238.440002,0
1993-02-10,238.440002,239.050003,238.110001,239.009995,239.009995,0
1993-02-11,239.009995,240.419998,239.009995,239.679993,239.679993,0
1993-02-12,239.679993,239.720001,238.130005,238.130005,238.130005,0
1993-02-16,238.130005,238.130005,231.850006,232.059998,232.059998,0
1993-02-17,232.059998,232.100006,230.309998,231.369995,231.369995,0
1993-02-18,231.369995,233.809998,228.830002,230.759995,230.759995,0
1993-02-19,230.759995,231.860001,230.539993,231.830002,231.830002,0
1993-02-22,231.789993,232.720001,231.070007,231.910004,231.910004,0
1993-02-23,231.910004,232.710007,230.600006,231.839996,231.839996,0
1993-02-24,231.839996,235.229996,231.820007,235.229996,235.229996,0
1993-02-25,235.229996,236.149994,234.850006,236.149994,236.149994,0
1993-02-26,236.149994,236.830002,235.490005,236.669998,236.669998,0
1993-03-01,236.669998,237.190002,235.910004,236.220001,236.220001,0
1993-03-02,236.220001,239.039993,235.759995,239.039993,239.039993,0
1993-03-03,239.039993,240.330002,239.039993,240.029999,240.029999,0
1993-03-04,240.009995,240.100006,238.630005,238.990005,238.990005,0
1993-03-05,238.990005,240.009995,238.149994,238.389999,238.389999,0
1993-03-08,238.380005,242.470001,238.380005,242.470001,242.470001,0
1993-03-09,242.470001,243.039993,242.080002,242.539993,242.539993,0
1993-03-10,242.539993,243.750000,241.940002,243.750000,243.750000,0
1993-03-11,243.559998,244.039993,242.500000,242.610001,242.610001,0
1993-03-12,242.610001,242.610001,239.259995,240.699997,240.699997,0
1993-03-15,240.880005,241.559998,240.729996,241.479996,241.479996,0
1993-03-16,241.479996,241.800003,241.240005,241.410004,241.410004,0
1993-03-17,241.410004,241.410004,239.470001,239.669998,239.669998,0
1993-03-18,239.669998,241.570007,239.669998,241.380005,241.380005,0
1993-03-19,241.380005,241.970001,240.300003,240.410004,240.410004,0
1993-03-22,240.410004,240.410004,238.259995,239.600006,239.600006,0
1993-03-23,239.600006,240.070007,239.380005,239.479996,239.479996,0
1993-03-24,239.479996,240.389999,238.100006,239.089996,239.089996,0
1993-03-25,239.089996,240.949997,239.050003,240.649994,240.649994,0
1993-03-26,240.649994,241.240005,239.389999,239.440002,239.440002,0
1993-03-29,239.440002,241.679993,239.440002,240.750000,240.750000,0
1993-03-30,240.750000,241.649994,240.440002,241.639999,241.639999,0
1993-03-31,241.639999,243.199997,241.639999,241.800003,241.800003,0
1993-04-01,241.800003,242.160004,240.619995,240.949997,240.949997,0
1993-04-02,240.949997,240.949997,235.740005,236.000000,236.000000,0
1993-04-05,236.000000,236.509995,235.500000,236.460007,236.460007,0
1993-04-06,236.460007,237.020004,235.039993,235.740005,235.740005,0
1993-04-07,235.740005,236.669998,235.520004,236.669998,236.669998,0
1993-04-08,236.669998,237.149994,235.300003,236.080002,236.080002,0
1993-04-12,236.080002,239.399994,236.080002,239.399994,239.399994,0
1993-04-13,239.399994,240.740005,239.399994,240.190002,240.190002,0
1993-04-14,240.190002,240.580002,239.830002,240.050003,240.050003,0
1993-04-15,240.050003,240.070007,238.770004,239.779999,239.779999,0
1993-04-16,239.779999,240.169998,239.369995,239.940002,239.940002,0
1993-04-19,239.800003,239.990005,238.380005,239.089996,239.089996,0
1993-04-20,239.089996,239.089996,236.119995,237.809998,237.809998,0
1993-04-21,237.809998,238.169998,236.770004,237.149994,237.149994,0
1993-04-22,237.149994,238.110001,235.000000,235.000000,235.000000,0
1993-04-23,235.000000,235.000000,233.440002,233.550003,233.550003,0
1993-04-26,233.550003,234.029999,230.839996,231.309998,231.309998,0
1993-04-27,231.309998,233.699997,231.169998,233.699997,233.699997,0
1993-04-28,233.699997,234.289993,233.210007,233.889999,233.889999,0
1993-04-29,233.889999,234.279999,232.649994,234.279999,234.279999,0
1993-04-30,234.279999,236.210007,234.279999,235.130005,235.130005,0
1993-05-03,235.130005,236.539993,234.330002,236.520004,236.520004,0
1993-05-04,236.509995,237.960007,236.509995,237.500000,237.500000,0
1993-05-05,237.500000,238.669998,237.360001,237.960007,237.960007,0
1993-05-06,237.960007,238.070007,236.990005,237.139999,237.139999,0
1993-05-07,237.139999,237.389999,236.339996,236.669998,236.669998,0
1993-05-10,236.669998,238.220001,236.669998,237.110001,237.110001,0
1993-05-11,237.110001,237.970001,236.490005,237.940002,237.940002,0
1993-05-12,237.940002,238.100006,237.130005,237.949997,237.949997,0
1993-05-13,237.949997,237.949997,234.889999,234.889999,234.889999,0
1993-05-14,234.889999,235.139999,234.320007,234.830002,234.830002,0
1993-05-17,234.830002,235.240005,233.970001,235.199997,235.199997,0
1993-05-18,235.199997,235.729996,234.139999,235.259995,235.259995,0
1993-05-19,235.259995,239.050003,233.589996,239.020004,239.020004,0
1993-05-20,239.009995,240.699997,239.000000,240.699997,240.699997,0
1993-05-21,240.699997,240.699997,238.029999,238.449997,238.449997,0
1993-05-24,238.449997,239.539993,238.050003,239.360001,239.360001,0
1993-05-25,239.360001,239.860001,239.199997,239.860001,239.860001,0
1993-05-26,239.860001,242.380005,239.860001,242.380005,242.380005,0
1993-05-27,242.380005,242.979996,241.270004,241.820007,241.820007,0
1993-05-28,241.820007,241.820007,239.389999,240.800003,240.800003,0
1993-06-01,240.800003,243.429993,240.800003,242.610001,242.610001,0
1993-06-02,242.610001,242.919998,241.990005,242.600006,242.600006,0
1993-06-03,242.600006,242.610001,241.270004,241.970001,241.970001,0
1993-06-04,241.970001,241.970001,240.009995,240.509995,240.509995,0
1993-06-07,240.509995,240.830002,238.809998,238.929993,238.929993,0
1993-06-08,238.929993,238.929993,237.130005,237.250000,237.250000,0
1993-06-09,237.250000,238.690002,237.220001,237.880005,237.880005,0
1993-06-10,237.880005,238.149994,237.050003,237.630005,237.630005,0
1993-06-11,237.630005,239.089996,237.630005,238.699997,238.699997,0
1993-06-14,238.699997,239.389999,238.699997,239.009995,239.009995,0
1993-06-15,239.009995,239.369995,238.399994,238.470001,238.470001,0
1993-06-16,238.470001,239.110001,237.350006,239.100006,239.100006,0
1993-06-17,239.100006,239.800003,238.869995,239.639999,239.639999,0
1993-06-18,239.639999,239.660004,237.229996,237.229996,237.229996,0
1993-06-21,237.229996,238.500000,237.229996,238.500000,238.500000,0
1993-06-22,238.500000,238.619995,237.960007,238.380005,238.380005,0
1993-06-23,238.389999,238.399994,237.190002,237.190002,237.190002,0
1993-06-24,237.190002,239.149994,236.880005,238.929993,238.929993,0
1993-06-25,238.929993,240.039993,238.929993,239.619995,239.619995,0
1993-06-28,239.619995,242.240005,239.619995,242.240005,242.240005,0
1993-06-29,242.240005,242.279999,241.259995,241.729996,241.729996,0
1993-06-30,241.729996,242.279999,241.660004,241.779999,241.779999,0
1993-07-01,241.779999,242.059998,240.910004,241.169998,241.169998,0
1993-07-02,241.169998,241.179993,239.259995,239.669998,239.669998,0
1993-07-06,239.669998,240.160004,237.589996,237.589996,237.589996,0
1993-07-07,237.589996,238.479996,237.479996,238.100006,238.100006,0
1993-07-08,238.100006,240.940002,238.100006,240.940002,240.940002,0
1993-07-09,240.940002,241.240005,240.169998,240.880005,240.880005,0
1993-07-12,240.889999,241.350006,240.669998,241.270004,241.270004,0
1993-07-13,241.270004,242.130005,241.000000,241.000000,241.000000,0
1993-07-14,241.000000,242.500000,240.990005,242.020004,242.020004,0
1993-07-15,241.990005,242.000000,240.639999,241.550003,241.550003,0
1993-07-16,241.550003,241.550003,239.669998,239.750000,239.750000,0
1993-07-19,239.750000,240.110001,239.039993,239.570007,239.570007,0
1993-07-20,239.570007,240.389999,238.509995,240.250000,240.250000,0
1993-07-21,240.250000,240.250000,239.460007,240.059998,240.059998,0
1993-07-22,240.059998,240.110001,238.309998,238.649994,238.649994,0
1993-07-23,238.649994,239.949997,238.639999,239.949997,239.949997,0
1993-07-26,239.949997,241.369995,239.929993,241.199997,241.199997,0
1993-07-27,241.199997,241.350006,240.000000,240.660004,240.660004,0
1993-07-28,240.660004,240.910004,239.949997,240.320007,240.320007,0
1993-07-29,240.320007,241.979996,240.320007,241.750000,241.750000,0
1993-07-30,241.750000,241.750000,240.210007,240.779999,240.779999,0
1993-08-02,241.259995,241.779999,241.149994,241.779999,241.779999,0
1993-08-03,241.779999,242.020004,240.759995,241.509995,241.509995,0
1993-08-04,241.509995,241.899994,240.949997,241.369995,241.369995,0
1993-08-05,241.369995,241.889999,240.660004,241.199997,241.199997,0
1993-08-06,241.210007,241.729996,241.080002,241.509995,241.509995,0
1993-08-09,241.509995,243.009995,241.369995,242.630005,242.630005,0
1993-08-10,242.630005,242.630005,241.839996,242.110001,242.110001,0
1993-08-11,242.110001,242.639999,242.100006,242.479996,242.479996,0
1993-08-12,242.479996,243.070007,241.000000,241.690002,241.690002,0
1993-08-13,241.690002,242.199997,241.660004,242.149994,242.149994,0
1993-08-16,242.149994,243.720001,242.149994,243.300003,243.300003,0
1993-08-17,243.300003,244.250000,243.240005,244.029999,244.029999,0
1993-08-18,244.059998,245.990005,244.059998,245.429993,245.429993,0
1993-08-19,245.429993,245.729996,244.990005,245.470001,245.470001,0
1993-08-20,245.470001,245.520004,244.610001,245.399994,245.399994,0
1993-08-23,245.399994,245.399994,244.509995,245.020004,245.020004,0
1993-08-24,245.020004,247.289993,244.899994,247.289993,247.289993,0
1993-08-25,247.289993,248.399994,247.009995,247.429993,247.429993,0
1993-08-26,247.380005,248.600006,246.619995,247.800003,247.800003,0
1993-08-27,247.800003,247.800003,246.910004,247.520004,247.520004,0
1993-08-30,247.520004,248.600006,247.449997,248.229996,248.229996,0
1993-08-31,248.229996,249.199997,248.020004,249.199997,249.199997,0
1993-09-01,249.199997,249.440002,248.449997,249.169998,249.169998,0
1993-09-02,249.169998,249.580002,248.389999,248.470001,248.470001,0
1993-09-03,248.470001,248.759995,247.779999,248.520004,248.520004,0
1993-09-07,248.520004,248.639999,246.600006,246.830002,246.830002,0
1993-09-08,246.830002,246.830002,244.009995,245.509995,245.509995,0
1993-09-09,245.509995,246.279999,244.820007,246.160004,246.160004,0
1993-09-10,246.160004,248.479996,246.160004,248.440002,248.440002,0
1993-09-13,248.440002,249.259995,248.279999,248.559998,248.559998,0
1993-09-14,248.559998,248.559998,246.369995,247.270004,247.270004,0
1993-09-15,247.270004,248.160004,245.570007,248.119995,248.119995,0
1993-09-16,248.119995,248.119995,247.089996,247.330002,247.330002,0
1993-09-17,247.330002,247.330002,246.139999,247.039993,247.039993,0
1993-09-20,247.039993,247.660004,245.259995,245.270004,245.270004,0
1993-09-21,245.270004,245.610001,242.470001,244.020004,244.020004,0
1993-09-22,244.020004,246.130005,244.009995,245.929993,245.929993,0
1993-09-23,245.929993,247.289993,245.929993,246.929993,246.929993,0
1993-09-24,246.929993,247.380005,246.600006,246.979996,246.979996,0
1993-09-27,246.979996,249.100006,246.979996,249.100006,249.100006,0
1993-09-28,249.100006,249.250000,248.699997,249.179993,249.179993,0
1993-09-29,249.179993,249.600006,248.289993,248.559998,248.559998,0
1993-09-30,248.559998,248.789993,247.649994,247.949997,247.949997,0
1993-10-01,247.949997,249.070007,247.679993,248.970001,248.970001,0
1993-10-04,248.970001,249.179993,248.380005,248.960007,248.960007,0
1993-10-05,248.960007,249.789993,247.830002,248.660004,248.660004,0
1993-10-06,248.660004,249.330002,248.130005,248.339996,248.339996,0
1993-10-07,248.339996,248.509995,247.369995,247.419998,247.419998,0
1993-10-08,247.419998,248.279999,246.039993,247.869995,247.869995,0
1993-10-11,248.589996,248.619995,248.029999,248.240005,248.240005,0
1993-10-12,248.240005,249.139999,248.240005,248.710007,248.710007,0
1993-10-13,248.710007,249.210007,248.619995,249.059998,249.059998,0
1993-10-14,249.059998,251.649994,249.059998,251.630005,251.630005,0
1993-10-15,251.630005,253.520004,251.630005,252.770004,252.770004,0
1993-10-18,252.770004,253.020004,251.710007,251.779999,251.779999,0
1993-10-19,251.789993,251.789993,249.520004,250.089996,250.089996,0
1993-10-20,250.089996,250.479996,249.139999,249.850006,249.850006,0
1993-10-21,249.850006,250.210007,249.050003,249.660004,249.660004,0
1993-10-22,249.660004,250.949997,248.820007,248.820007,248.820007,0
1993-10-25,248.809998,249.149994,247.880005,248.940002,248.940002,0
1993-10-26,248.940002,248.960007,247.919998,248.750000,248.750000,0
1993-10-27,248.750000,249.190002,248.410004,249.190002,249.190002,0
1993-10-28,249.190002,251.169998,249.169998,250.660004,250.660004,0
1993-10-29,250.660004,250.979996,250.500000,250.970001,250.970001,0
1993-11-01,250.970001,251.720001,250.740005,251.710007,251.710007,0
1993-11-02,251.710007,251.720001,250.119995,251.320007,251.320007,0
1993-11-03,251.320007,251.369995,247.089996,247.960007,247.960007,0
1993-11-04,247.960007,247.970001,244.479996,244.529999,244.529999,0
1993-11-05,244.529999,245.839996,242.809998,245.839996,245.839996,0
1993-11-08,245.839996,246.949997,245.529999,246.300003,246.300003,0
1993-11-09,246.300003,248.210007,246.300003,246.539993,246.539993,0
1993-11-10,246.539993,248.229996,246.149994,248.229996,248.229996,0
1993-11-11,248.229996,249.059998,247.789993,247.899994,247.899994,0
1993-11-12,247.899994,249.449997,247.899994,249.300003,249.300003,0
1993-11-15,249.300003,249.600006,247.899994,248.229996,248.229996,0
1993-11-16,248.229996,249.539993,247.610001,249.539993,249.539993,0
1993-11-17,249.539993,249.869995,247.320007,248.210007,248.210007,0
1993-11-18,248.210007,248.220001,246.509995,247.389999,247.389999,0
1993-11-19,247.389999,247.389999,245.649994,246.770004,246.770004,0
1993-11-22,246.770004,246.770004,243.619995,244.429993,244.429993,0
1993-11-23,244.429993,245.990005,244.229996,245.759995,245.759995,0
1993-11-24,245.759995,246.979996,245.759995,246.779999,246.779999,0
1993-11-26,246.779999,247.490005,246.779999,247.419998,247.419998,0
1993-11-29,247.419998,248.360001,246.929993,246.949997,246.949997,0
1993-11-30,246.949997,247.660004,246.199997,246.699997,246.699997,0
1993-12-01,246.699997,248.169998,246.699997,247.270004,247.270004,0
1993-12-02,247.270004,247.960007,247.039993,247.949997,247.949997,0
1993-12-03,247.949997,248.970001,247.830002,248.970001,248.970001,0
1993-12-06,248.970001,249.809998,248.669998,249.729996,249.729996,0
1993-12-07,249.729996,249.910004,249.259995,249.910004,249.910004,0
1993-12-08,249.910004,249.910004,249.220001,249.610001,249.610001,0
1993-12-09,249.610001,249.699997,248.369995,248.429993,248.429993,0
1993-12-10,248.429993,248.779999,247.679993,248.369995,248.369995,0
1993-12-13,248.369995,249.110001,247.610001,249.110001,249.110001,0
1993-12-14,249.110001,249.330002,247.470001,247.759995,247.759995,0
1993-12-15,247.759995,247.970001,247.089996,247.089996,247.089996,0
1993-12-16,247.089996,248.119995,247.089996,247.800003,247.800003,0
1993-12-17,247.800003,249.419998,247.800003,249.419998,249.419998,0
1993-12-20,249.479996,249.869995,249.160004,249.330002,249.330002,0
1993-12-21,249.330002,249.389999,248.350006,248.940002,248.940002,0
1993-12-22,248.940002,249.910004,248.850006,249.899994,249.899994,0
1993-12-23,249.899994,250.770004,249.899994,250.190002,250.190002,0
1993-12-27,250.190002,251.750000,250.169998,251.750000,251.750000,0
1993-12-28,251.750000,252.259995,251.309998,252.259995,252.259995,0
1993-12-29,252.419998,252.500000,251.850006,252.279999,252.279999,0
1993-12-30,252.279999,252.279999,251.089996,251.449997,251.449997,0
1993-12-31,251.449997,252.460007,250.710007,250.710007,250.710007,0
1994-01-03,250.850006,250.869995,249.330002,249.919998,249.919998,0
1994-01-04,249.919998,250.410004,249.339996,250.410004,250.410004,0
1994-01-05,250.250000,250.750000,249.770004,250.610001,250.610001,0
1994-01-06,250.610001,251.339996,250.250000,250.339996,250.339996,0
1994-01-07,250.330002,251.899994,250.300003,251.770004,251.770004,0
1994-01-10,251.770004,254.320007,251.610001,254.320007,254.320007,0
1994-01-11,254.320007,254.330002,253.440002,253.809998,253.809998,0
1994-01-12,253.809998,254.360001,252.880005,253.889999,253.889999,0
1994-01-13,253.889999,253.889999,252.919998,253.259995,253.259995,0
1994-01-14,253.259995,254.720001,253.259995,254.509995,254.509995,0
1994-01-17,254.509995,254.509995,253.449997,253.679993,253.679993,0
1994-01-18,253.679993,254.440002,253.679993,254.000000,254.000000,0
1994-01-19,254.000000,254.070007,252.869995,253.789993,253.789993,0
1994-01-20,253.789993,254.259995,253.460007,254.250000,254.250000,0
1994-01-21,254.250000,254.580002,253.710007,254.160004,254.160004,0
1994-01-24,254.160004,254.380005,252.529999,252.779999,252.779999,0
1994-01-25,252.779999,252.979996,251.759995,252.139999,252.139999,0
1994-01-26,252.139999,253.460007,252.059998,253.339996,253.339996,0
1994-01-27,253.339996,255.729996,253.339996,255.570007,255.570007,0
1994-01-28,255.570007,256.970001,255.570007,256.630005,256.630005,0
1994-01-31,256.630005,258.679993,256.619995,258.079987,258.079987,0
1994-02-01,258.079987,258.079987,256.910004,257.130005,257.130005,0
1994-02-02,257.130005,258.359985,257.100006,258.309998,258.309998,0
1994-02-03,258.309998,258.309998,256.660004,257.700012,257.700012,0
1994-02-04,257.700012,257.760010,251.500000,251.770004,251.770004,0
1994-02-07,251.770004,252.759995,250.570007,252.630005,252.630005,0
1994-02-08,252.630005,252.929993,251.630005,252.490005,252.490005,0
1994-02-09,252.490005,253.720001,252.479996,253.509995,253.509995,0
1994-02-10,253.509995,253.800003,251.639999,251.669998,251.669998,0
1994-02-11,251.660004,252.520004,250.550003,252.029999,252.029999,0
1994-02-14,252.029999,253.000000,251.660004,252.190002,252.190002,0
1994-02-15,252.190002,253.759995,252.190002,253.389999,253.389999,0
1994-02-16,253.389999,254.139999,252.960007,253.380005,253.380005,0
1994-02-17,253.380005,254.619995,251.360001,252.080002,252.080002,0
1994-02-18,252.080002,252.429993,249.960007,250.720001,250.720001,0
1994-02-22,250.720001,252.559998,250.600006,252.529999,252.529999,0
1994-02-23,252.529999,253.050003,251.580002,252.119995,252.119995,0
1994-02-24,252.119995,252.119995,248.889999,248.889999,248.889999,0
1994-02-25,248.889999,249.979996,248.889999,249.850006,249.850006,0
1994-02-28,249.850006,251.399994,249.850006,250.520004,250.520004,0
1994-03-01,250.520004,250.649994,248.039993,249.279999,249.279999,0
1994-03-02,249.279999,249.279999,245.660004,249.070007,249.070007,0
1994-03-03,249.070007,249.070007,248.039993,248.270004,248.270004,0
1994-03-04,248.270004,249.899994,248.009995,249.300003,249.300003,0
1994-03-07,249.300003,251.039993,249.300003,250.600006,250.600006,0
1994-03-08,250.600006,251.070007,249.559998,250.000000,250.000000,0
1994-03-09,250.000000,250.500000,248.729996,250.339996,250.339996,0
1994-03-10,250.559998,250.720001,248.139999,248.899994,248.899994,0
1994-03-11,248.899994,250.289993,248.259995,250.240005,250.240005,0
1994-03-14,250.240005,250.970001,250.179993,250.889999,250.889999,0
1994-03-15,250.889999,251.830002,250.449997,250.830002,250.830002,0
1994-03-16,250.830002,252.410004,250.330002,252.220001,252.220001,0
1994-03-17,252.220001,253.130005,251.960007,253.070007,253.070007,0
1994-03-18,253.070007,253.289993,251.800003,253.279999,253.279999,0
1994-03-21,253.279999,253.289993,251.300003,251.910004,251.910004,0
1994-03-22,251.910004,252.619995,251.470001,251.830002,251.830002,0
1994-03-23,251.830002,252.710007,251.820007,251.830002,251.830002,0
1994-03-24,251.830002,251.850006,248.500000,249.449997,249.449997,0
1994-03-25,249.449997,249.839996,247.610001,247.610001,247.610001,0
1994-03-28,247.610001,247.869995,245.000000,246.990005,246.990005,0
1994-03-29,246.990005,247.080002,242.839996,242.860001,242.860001,0
1994-03-30,242.860001,242.860001,239.210007,239.210007,239.210007,0
1994-03-31,239.210007,239.899994,234.380005,239.190002,239.190002,0
1994-04-04,239.190002,239.190002,234.100006,235.500000,235.500000,0
1994-04-05,235.500000,240.779999,235.500000,240.779999,240.779999,0
1994-04-06,240.779999,241.449997,239.259995,240.800003,240.800003,0
1994-04-07,240.800003,242.250000,239.929993,242.199997,242.199997,0
1994-04-08,242.199997,242.199997,239.380005,240.100006,240.100006,0
1994-04-11,240.100006,241.610001,240.070007,241.339996,241.339996,0
1994-04-12,241.339996,241.740005,239.820007,239.979996,239.979996,0
1994-04-13,239.979996,240.500000,237.389999,238.970001,238.970001,0
1994-04-14,238.970001,239.699997,237.610001,239.100006,239.100006,0
1994-04-15,239.100006,239.869995,238.919998,239.229996,239.229996,0
1994-04-18,239.229996,240.089996,236.809998,237.339996,237.339996,0
1994-04-19,237.339996,238.410004,235.339996,237.149994,237.149994,0
1994-04-20,237.149994,238.449997,235.479996,236.699997,236.699997,0
1994-04-21,236.699997,240.479996,236.699997,240.360001,240.360001,0
1994-04-22,240.360001,240.949997,239.639999,239.910004,239.910004,0
1994-04-25,239.910004,242.419998,239.910004,242.419998,242.419998,0
1994-04-26,242.419998,242.449997,241.449997,242.089996,242.089996,0
1994-04-28,242.050003,242.250000,240.039993,240.529999,240.529999,0
1994-04-29,240.529999,241.839996,239.970001,241.759995,241.759995,0
1994-05-02,241.759995,243.210007,240.919998,243.059998,243.059998,0
1994-05-03,243.059998,243.539993,241.830002,243.009995,243.009995,0
1994-05-04,243.009995,243.059998,241.589996,242.529999,242.529999,0
1994-05-05,242.529999,243.050003,242.020004,242.240005,242.240005,0
1994-05-06,242.240005,242.240005,238.960007,240.050003,240.050003,0
1994-05-09,240.050003,240.050003,236.660004,236.850006,236.850006,0
1994-05-10,236.850006,238.960007,236.850006,238.589996,238.589996,0
1994-05-11,238.589996,238.619995,235.729996,236.089996,236.089996,0
1994-05-12,236.089996,237.789993,236.089996,237.110001,237.110001,0
1994-05-13,237.110001,237.600006,235.869995,237.330002,237.330002,0
1994-05-16,237.330002,237.979996,236.970001,237.240005,237.240005,0
1994-05-17,237.240005,239.589996,236.699997,239.589996,239.589996,0
1994-05-18,239.589996,242.710007,239.589996,242.410004,242.410004,0
1994-05-19,242.410004,244.039993,242.059998,243.839996,243.839996,0
1994-05-20,243.839996,243.839996,242.839996,243.190002,243.190002,0
1994-05-23,243.190002,243.610001,241.529999,242.240005,242.240005,0
1994-05-24,242.240005,244.149994,242.240005,243.289993,243.289993,0
1994-05-25,243.289993,244.080002,242.059998,244.080002,244.080002,0
1994-05-26,244.080002,244.830002,243.820007,244.479996,244.479996,0
1994-05-27,244.479996,244.649994,243.279999,244.649994,244.649994,0
1994-05-31,244.649994,244.710007,243.589996,244.130005,244.130005,0
1994-06-01,244.130005,245.240005,243.089996,244.929993,244.929993,0
1994-06-02,244.929993,245.500000,244.869995,245.139999,245.139999,0
1994-06-03,245.139999,246.710007,244.449997,246.360001,246.360001,0
1994-06-06,246.360001,247.429993,246.050003,246.130005,246.130005,0
1994-06-07,246.130005,246.309998,245.389999,245.619995,245.619995,0
1994-06-08,245.619995,246.300003,243.940002,244.690002,244.690002,0
1994-06-09,244.690002,244.779999,243.949997,244.779999,244.779999,0
1994-06-10,244.779999,245.669998,244.630005,245.380005,245.380005,0
1994-06-13,245.380005,245.729996,244.729996,245.610001,245.610001,0
1994-06-14,245.610001,247.309998,245.610001,247.169998,247.169998,0
1994-06-15,247.169998,247.699997,246.000000,246.210007,246.210007,0
1994-06-16,246.210007,246.919998,245.809998,246.919998,246.919998,0
1994-06-17,246.919998,246.970001,245.009995,245.009995,245.009995,0
1994-06-20,245.009995,245.009995,242.630005,243.089996,243.089996,0
1994-06-21,243.059998,243.059998,239.740005,240.699997,240.699997,0
1994-06-22,240.699997,242.029999,240.699997,241.580002,241.580002,0
1994-06-23,241.580002,242.020004,239.529999,239.600006,239.600006,0
1994-06-24,239.600006,239.600006,235.990005,236.119995,236.119995,0
1994-06-27,236.119995,238.580002,234.639999,238.429993,238.429993,0
1994-06-28,238.429993,239.009995,236.399994,237.880005,237.880005,0
1994-06-29,237.880005,239.820007,237.860001,238.720001,238.720001,0
1994-06-30,238.720001,239.179993,236.809998,237.110001,237.110001,0
1994-07-01,237.110001,238.169998,236.880005,238.169998,238.169998,0
1994-07-05,238.169998,238.740005,237.630005,238.139999,238.139999,0
1994-07-06,238.139999,238.589996,237.039993,238.080002,238.080002,0
1994-07-07,238.080002,239.339996,238.080002,239.259995,239.259995,0
1994-07-08,239.259995,239.940002,238.300003,239.860001,239.860001,0
1994-07-11,239.860001,240.160004,237.710007,239.119995,239.119995,0
1994-07-12,239.119995,239.199997,237.490005,239.169998,239.169998,0
1994-07-13,239.039993,240.559998,239.039993,239.940002,239.940002,0
1994-07-14,239.940002,242.910004,239.940002,242.419998,242.419998,0
1994-07-15,241.649994,242.789993,241.649994,242.690002,242.690002,0
1994-07-18,242.690002,243.309998,242.190002,243.149994,243.149994,0
1994-07-19,243.149994,243.169998,242.389999,242.389999,242.389999,0
1994-07-20,242.389999,242.470001,240.550003,241.039993,241.039993,0
1994-07-21,241.039993,241.740005,240.630005,241.520004,241.520004,0
1994-07-22,241.520004,242.210007,241.380005,241.800003,241.800003,0
1994-07-25,241.800003,242.380005,241.639999,242.360001,242.360001,0
1994-07-26,242.360001,242.360001,241.649994,241.869995,241.869995,0
